text,intent,tema,lokasi,budget_min,budget_max,jumlah_tamu,tipe_acara,venue,waktu
catering batak bandung 400 90jt-120jt akad+resepsi gedung,cari_catering,batak,bandung,90000000,120000000,400,akad+resepsi,gedung,
estimasi mix_sunda_jawa surabaya 450 estimasi resepsi cafe,estimasi_budget,mix_sunda_jawa,surabaya,0,0,450,resepsi,cafe,
catering batak depok 80 50jt-60jt lamaran+akad rumah,cari_catering,batak,depok,50000000,60000000,80,lamaran+akad,rumah,pagi
paket sunda bekasi 550 40jt-60jt lamaran+akad pantai minggu,cari_rekomendasi_paket,sunda,bekasi,40000000,60000000,550,lamaran+akad,pantai,minggu
venue sunda padang 30 30jt-50jt akad+resepsi kebun,cari_venue,sunda,padang,30000000,50000000,30,akad+resepsi,kebun,pagi
dekor minimalis sentul 30 30jt-50jt lamaran+akad taman,cari_dekor,minimalis,sentul,30000000,50000000,30,lamaran+akad,taman,weekday
venue batak depok 550 <= 10jt akad restoran,cari_venue,batak,depok,0,10000000,550,akad,restoran,malam
catering jawa bekasi 200 <= 5jt akad+resepsi outdoor,cari_catering,jawa,bekasi,0,5000000,200,akad+resepsi,outdoor,
dekor batak medan 550 150jt-175jt resepsi resort,cari_dekor,batak,medan,150000000,175000000,550,resepsi,resort,siang
dekor sunda medan 20 <= 8jt resepsi masjid weekday,cari_dekor,sunda,medan,0,8000000,20,resepsi,masjid,weekday
vendor minimalis jakarta timur 100 20jt-40jt akad hotel,cari_vendor,minimalis,jakarta timur,20000000,40000000,100,akad,hotel,pagi
vendor mix_sunda_jawa yogyakarta 350 <= 10jt akad masjid minggu,cari_vendor,mix_sunda_jawa,yogyakarta,0,10000000,350,akad,masjid,minggu
dekor jawa surabaya 50 100jt-150jt resepsi pantai,cari_dekor,jawa,surabaya,100000000,150000000,50,resepsi,pantai,
estimasi mix_sunda_jawa surakarta 20 estimasi lamaran restoran,estimasi_budget,mix_sunda_jawa,surakarta,0,0,20,lamaran,restoran,
vendor internasional yogyakarta 300 30jt-50jt resepsi hotel,cari_vendor,internasional,yogyakarta,30000000,50000000,300,resepsi,hotel,pagi
estimasi rustic jakarta timur 100 estimasi lamaran+akad villa,estimasi_budget,rustic,jakarta timur,0,0,100,lamaran+akad,villa,siang
paket internasional cirebon 100 5jt-15jt lamaran taman minggu,cari_rekomendasi_paket,internasional,cirebon,5000000,15000000,100,lamaran,taman,minggu
paket rustic semarang 150 60jt-70jt lamaran cafe malam,cari_rekomendasi_paket,rustic,semarang,60000000,70000000,150,lamaran,cafe,malam
vendor minang cirebon 180 <= 20jt akad+resepsi hotel,cari_vendor,minang,cirebon,0,20000000,180,akad+resepsi,hotel,siang
paket jawa pekanbaru 150 180jt-250jt lamaran+akad masjid,cari_rekomendasi_paket,jawa,pekanbaru,180000000,250000000,150,lamaran+akad,masjid,minggu
estimasi batak jakarta selatan 100 estimasi resepsi rumah,estimasi_budget,batak,jakarta selatan,0,0,100,resepsi,rumah,pagi
dekor jawa jakarta timur 600 20jt-40jt lamaran+akad ballroom siang,cari_dekor,jawa,jakarta timur,20000000,40000000,600,lamaran+akad,ballroom,siang
catering jawa jakarta selatan 250 40jt-60jt resepsi pantai,cari_catering,jawa,jakarta selatan,40000000,60000000,250,resepsi,pantai,weekday
dekor jawa malang 350 30jt-40jt lamaran rumah,cari_dekor,jawa,malang,30000000,40000000,350,lamaran,rumah,malam
paket minimalis bali 500 70jt-80jt akad+resepsi restoran,cari_rekomendasi_paket,minimalis,bali,70000000,80000000,500,akad+resepsi,restoran,weekday
paket rustic cirebon 500 200jt-300jt akad restoran,cari_rekomendasi_paket,rustic,cirebon,200000000,300000000,500,akad,restoran,weekday
estimasi sunda bali 450 estimasi resepsi malam,estimasi_budget,sunda,bali,0,0,450,resepsi,rooftop,malam
catering sunda sentul 350 150jt-175jt lamaran pantai,cari_catering,sunda,sentul,150000000,175000000,350,lamaran,pantai,pagi
vendor mix_sunda_jawa sentul 50 100jt-150jt lamaran+akad outdoor,cari_vendor,mix_sunda_jawa,sentul,100000000,150000000,50,lamaran+akad,outdoor,pagi
catering mix_sunda_jawa yogyakarta 500 5jt-15jt gedung,cari_catering,mix_sunda_jawa,yogyakarta,5000000,15000000,500,akad+resepsi,gedung,minggu
estimasi batak yogyakarta 20 estimasi lamaran taman,estimasi_budget,batak,yogyakarta,0,0,20,lamaran,taman,
venue rustic garut 50 50jt-70jt akad+resepsi siang,cari_venue,rustic,garut,50000000,70000000,50,akad+resepsi,pantai,siang
venue internasional bogor 50 40jt-60jt akad+resepsi restoran,cari_venue,internasional,bogor,40000000,60000000,50,akad+resepsi,restoran,weekday
estimasi batak bali 550 estimasi lamaran masjid malam,estimasi_budget,batak,bali,0,0,550,lamaran,masjid,malam
dekor modern yogyakarta 200 <= 5jt ballroom,cari_dekor,modern,yogyakarta,0,5000000,200,akad+resepsi,ballroom,malam
cek minang garut 450 30jt-50jt resepsi gedung malam,tanya_kemungkinan,minang,garut,30000000,50000000,450,resepsi,gedung,malam
vendor batak jakarta timur 500 120jt-180jt cafe,cari_vendor,batak,jakarta timur,120000000,180000000,500,akad,cafe,weekday
venue minang padang 120 5jt-15jt akad+resepsi taman,cari_venue,minang,padang,5000000,15000000,120,akad+resepsi,taman,
estimasi internasional bandung 550 resepsi ballroom,estimasi_budget,internasional,bandung,0,0,550,resepsi,ballroom,minggu
vendor mix_sunda_jawa puncak 100 40jt-60jt lamaran restoran,cari_vendor,mix_sunda_jawa,puncak,40000000,60000000,100,lamaran,restoran,
venue minang makassar 30 20jt-40jt akad kebun,cari_venue,minang,makassar,20000000,40000000,30,akad,kebun,weekday
cek rustic medan 350 40jt-60jt outdoor,tanya_kemungkinan,rustic,medan,40000000,60000000,350,lamaran,outdoor,weekday
estimasi batak padang 400 estimasi resepsi rumah,estimasi_budget,batak,padang,0,0,400,resepsi,rumah,minggu
paket sunda bali 50 10jt-30jt akad,cari_rekomendasi_paket,sunda,bali,10000000,30000000,50,akad,ballroom,
estimasi jawa bandung 400 estimasi akad+resepsi villa,estimasi_budget,jawa,bandung,0,0,400,akad+resepsi,villa,
estimasi internasional padang 30 estimasi lamaran+akad rumah weekday,estimasi_budget,internasional,padang,0,0,30,lamaran+akad,rumah,weekday
estimasi rustic malang 550 estimasi resepsi ballroom,estimasi_budget,rustic,malang,0,0,550,resepsi,ballroom,
vendor sunda depok 550 10jt-30jt akad+resepsi weekday,cari_vendor,sunda,depok,10000000,30000000,550,akad+resepsi,rooftop,weekday
catering bugis tasikmalaya 50 60jt-80jt lamaran,cari_catering,bugis,tasikmalaya,60000000,80000000,50,lamaran,rumah,malam
vendor minimalis puncak 250 30jt-50jt akad siang,cari_vendor,minimalis,puncak,30000000,50000000,250,akad,taman,siang
venue minang puncak 120 <= 5jt lamaran+akad restoran pagi,cari_venue,minang,puncak,0,5000000,120,lamaran+akad,restoran,pagi
dekor rustic makassar 20 20jt-30jt lamaran+akad cafe,cari_dekor,rustic,makassar,20000000,30000000,20,lamaran+akad,cafe,weekday
dekor bugis semarang 450 <= 5jt akad+resepsi gedung,cari_dekor,bugis,semarang,0,5000000,450,akad+resepsi,gedung,minggu
paket minang semarang 150 70jt-90jt resepsi rumah minggu,cari_rekomendasi_paket,minang,semarang,70000000,90000000,150,resepsi,rumah,minggu
cek internasional bekasi 550 150jt-175jt akad hotel,tanya_kemungkinan,internasional,bekasi,150000000,175000000,550,akad,hotel,pagi
cek minang bogor 80 200jt-300jt lamaran+akad kebun,tanya_kemungkinan,minang,bogor,200000000,300000000,80,lamaran+akad,kebun,
dekor bugis puncak 150 180jt-250jt lamaran siang,cari_dekor,bugis,puncak,180000000,250000000,150,lamaran,kebun,siang
paket minang puncak 600 20jt-30jt lamaran+akad rooftop malam,cari_rekomendasi_paket,minang,puncak,20000000,30000000,600,lamaran+akad,rooftop,malam
dekor batak yogyakarta 150 20jt-40jt restoran siang,cari_dekor,batak,yogyakarta,20000000,40000000,150,akad,restoran,siang
cek batak makassar 500 akad+resepsi rooftop,tanya_kemungkinan,batak,makassar,0,8000000,500,akad+resepsi,rooftop,
vendor jawa pekanbaru 120 150jt-200jt lamaran weekday,cari_vendor,jawa,pekanbaru,150000000,200000000,120,lamaran,gedung,weekday
vendor minimalis makassar 180 50jt-70jt akad pantai,cari_vendor,minimalis,makassar,50000000,70000000,180,akad,pantai,weekday
estimasi mix_sunda_jawa puncak 450 estimasi resepsi rumah,estimasi_budget,mix_sunda_jawa,puncak,0,0,450,resepsi,rumah,pagi
vendor mix_sunda_jawa jakarta pusat 100 5jt-10jt akad+resepsi hotel pagi,cari_vendor,mix_sunda_jawa,jakarta pusat,5000000,10000000,100,akad+resepsi,hotel,pagi
cek modern jakarta barat 180 30jt-40jt lamaran villa pagi,tanya_kemungkinan,modern,jakarta barat,30000000,40000000,180,lamaran,villa,pagi
venue minimalis tasikmalaya 150 <= 20jt lamaran+akad restoran minggu,cari_venue,minimalis,tasikmalaya,0,20000000,150,lamaran+akad,restoran,minggu
estimasi minang surakarta 50 estimasi lamaran,estimasi_budget,minang,surakarta,0,0,50,lamaran,cafe,
vendor melayu surabaya 30 180jt-215jt lamaran+akad outdoor,cari_vendor,melayu,surabaya,180000000,215000000,30,lamaran+akad,outdoor,siang
vendor internasional bogor 30 40jt-50jt lamaran+akad masjid,cari_vendor,internasional,bogor,40000000,50000000,30,lamaran+akad,masjid,weekday
dekor jawa surakarta 20 200jt-300jt resepsi taman,cari_dekor,jawa,surakarta,200000000,300000000,20,resepsi,taman,weekday
catering batak tasikmalaya 550 <= 10jt resepsi kebun,cari_catering,batak,tasikmalaya,0,10000000,550,resepsi,kebun,weekday
paket jawa garut 150 70jt-80jt lamaran+akad outdoor,cari_rekomendasi_paket,jawa,garut,70000000,80000000,150,lamaran+akad,outdoor,
vendor minimalis semarang 20 90jt-105jt lamaran+akad resort siang,cari_vendor,minimalis,semarang,90000000,105000000,20,lamaran+akad,resort,siang
estimasi internasional sentul 300 estimasi lamaran+akad cafe minggu,estimasi_budget,internasional,sentul,0,0,300,lamaran+akad,cafe,minggu
venue bugis puncak 500 akad+resepsi,cari_venue,bugis,puncak,120000000,180000000,500,akad+resepsi,masjid,weekday
paket batak yogyakarta 200 20jt-40jt resepsi restoran,cari_rekomendasi_paket,batak,yogyakarta,20000000,40000000,200,resepsi,restoran,siang
paket jawa depok 50 60jt-80jt lamaran+akad restoran,cari_rekomendasi_paket,jawa,depok,60000000,80000000,50,lamaran+akad,restoran,malam
vendor jawa depok 180 10jt-20jt akad rooftop,cari_vendor,jawa,depok,10000000,20000000,180,akad,rooftop,malam
paket minimalis bekasi 100 5jt-15jt akad taman,cari_rekomendasi_paket,minimalis,bekasi,5000000,15000000,100,akad,taman,siang
vendor internasional surakarta 100 50jt-60jt resepsi gedung,cari_vendor,internasional,surakarta,50000000,60000000,100,resepsi,gedung,
venue sunda semarang 300 70jt-90jt lamaran cafe,cari_venue,sunda,semarang,70000000,90000000,300,lamaran,cafe,malam
venue jawa depok 300 150jt-200jt ballroom,cari_venue,jawa,depok,150000000,200000000,300,akad,ballroom,siang
estimasi sunda malang 600 estimasi resepsi villa,estimasi_budget,sunda,malang,0,0,600,resepsi,villa,minggu
catering batak jakarta timur 150 <= 10jt lamaran rooftop,cari_catering,batak,jakarta timur,0,10000000,150,lamaran,rooftop,
cek bugis puncak 150 40jt-60jt lamaran,tanya_kemungkinan,bugis,puncak,40000000,60000000,150,lamaran,taman,pagi
vendor rustic semarang 450 40jt-60jt akad siang,cari_vendor,rustic,semarang,40000000,60000000,450,akad,restoran,siang
dekor minimalis sentul 80 120jt-180jt,cari_dekor,minimalis,sentul,120000000,180000000,80,resepsi,gedung,siang
cek minang malang 80 <= 5jt lamaran+akad hotel minggu,tanya_kemungkinan,minang,malang,0,5000000,80,lamaran+akad,hotel,minggu
vendor rustic surabaya 180 80jt-100jt lamaran ballroom,cari_vendor,rustic,surabaya,80000000,100000000,180,lamaran,ballroom,malam
catering minimalis jakarta selatan 100 <= 10jt akad+resepsi rooftop pagi,cari_catering,minimalis,jakarta selatan,0,10000000,100,akad+resepsi,rooftop,pagi
vendor rustic pekanbaru 450 <= 8jt akad rooftop,cari_vendor,rustic,pekanbaru,0,8000000,450,akad,rooftop,
paket bugis cirebon 450 <= 5jt akad+resepsi kebun,cari_rekomendasi_paket,bugis,cirebon,0,5000000,450,akad+resepsi,kebun,siang
venue sunda sentul 500 120jt-150jt resepsi outdoor,cari_venue,sunda,sentul,120000000,150000000,500,resepsi,outdoor,siang
estimasi internasional bogor 200 estimasi akad outdoor,estimasi_budget,internasional,bogor,0,0,200,akad,outdoor,
estimasi bugis jakarta barat 450 estimasi lamaran ballroom,estimasi_budget,bugis,jakarta barat,0,0,450,lamaran,ballroom,minggu
estimasi internasional padang 30 estimasi akad resort,estimasi_budget,internasional,padang,0,0,30,akad,resort,
dekor melayu pekanbaru 200 <= 20jt cafe,cari_dekor,melayu,pekanbaru,0,20000000,200,resepsi,cafe,
paket sunda jakarta selatan 20 100jt-150jt resepsi outdoor,cari_rekomendasi_paket,sunda,jakarta selatan,100000000,150000000,20,resepsi,outdoor,malam
estimasi sunda jakarta timur 100 estimasi akad kebun,estimasi_budget,sunda,jakarta timur,0,0,100,akad,kebun,malam
dekor internasional garut 50 10jt-20jt akad ballroom,cari_dekor,internasional,garut,10000000,20000000,50,akad,ballroom,minggu
cek jawa cirebon 120 80jt-100jt lamaran restoran,tanya_kemungkinan,jawa,cirebon,80000000,100000000,120,lamaran,restoran,minggu
dekor minimalis bandung 180 50jt-70jt akad+resepsi,cari_dekor,minimalis,bandung,50000000,70000000,180,akad+resepsi,ballroom,pagi
venue mix_sunda_jawa puncak 20 200jt-300jt akad+resepsi rooftop,cari_venue,mix_sunda_jawa,puncak,200000000,300000000,20,akad+resepsi,rooftop,
paket internasional jakarta timur 50 70jt-90jt weekday,cari_rekomendasi_paket,internasional,jakarta timur,70000000,90000000,50,akad,outdoor,weekday
paket jawa bali 180 <= 20jt lamaran pantai,cari_rekomendasi_paket,jawa,bali,0,20000000,180,lamaran,pantai,
venue modern cirebon 400 90jt-120jt restoran,cari_venue,modern,cirebon,90000000,120000000,400,akad+resepsi,restoran,weekday
dekor melayu jakarta barat 300 10jt-30jt akad+resepsi rooftop,cari_dekor,melayu,jakarta barat,10000000,30000000,300,akad+resepsi,rooftop,weekday
venue minimalis tasikmalaya 50 <= 20jt akad taman weekday,cari_venue,minimalis,tasikmalaya,0,20000000,50,akad,taman,weekday
catering jawa malang 600 150jt-175jt akad rooftop,cari_catering,jawa,malang,150000000,175000000,600,akad,rooftop,malam
dekor sunda jakarta barat 120 20jt-40jt akad outdoor siang,cari_dekor,sunda,jakarta barat,20000000,40000000,120,akad,outdoor,siang
venue minang puncak 80 5jt-10jt lamaran+akad taman,cari_venue,minang,puncak,5000000,10000000,80,lamaran+akad,taman,pagi
paket minimalis puncak 600 90jt-120jt lamaran resort,cari_rekomendasi_paket,minimalis,puncak,90000000,120000000,600,lamaran,resort,
catering sunda makassar 350 <= 20jt akad,cari_catering,sunda,makassar,0,20000000,350,akad,taman,
dekor modern garut 80 80jt-100jt resepsi rumah malam,cari_dekor,modern,garut,80000000,100000000,80,resepsi,rumah,malam
dekor internasional bandung 80 80jt-100jt lamaran ballroom,cari_dekor,internasional,bandung,80000000,100000000,80,lamaran,ballroom,
cek minimalis yogyakarta 80 20jt-40jt akad+resepsi kebun pagi,tanya_kemungkinan,minimalis,yogyakarta,20000000,40000000,80,akad+resepsi,kebun,pagi
vendor melayu bogor 20 120jt-150jt lamaran taman,cari_vendor,melayu,bogor,120000000,150000000,20,lamaran,taman,malam
estimasi bugis padang 600 estimasi lamaran cafe,estimasi_budget,bugis,padang,0,0,600,lamaran,cafe,
paket batak bali 50 <= 20jt lamaran+akad taman weekday,cari_rekomendasi_paket,batak,bali,0,20000000,50,lamaran+akad,taman,weekday
vendor mix_sunda_jawa jakarta selatan 50 100jt-125jt lamaran+akad resort,cari_vendor,mix_sunda_jawa,jakarta selatan,100000000,125000000,50,lamaran+akad,resort,
cek minimalis tasikmalaya 50 150jt-200jt akad,tanya_kemungkinan,minimalis,tasikmalaya,150000000,200000000,50,akad,rooftop,weekday
catering bugis bali 600 <= 10jt resort,cari_catering,bugis,bali,0,10000000,600,akad,resort,
cek minimalis padang 150 90jt-105jt lamaran+akad gedung,tanya_kemungkinan,minimalis,padang,90000000,105000000,150,lamaran+akad,gedung,malam
catering batak surakarta 180 50jt-60jt akad+resepsi masjid weekday,cari_catering,batak,surakarta,50000000,60000000,180,akad+resepsi,masjid,weekday
dekor batak jakarta timur 180 70jt-90jt lamaran+akad outdoor weekday,cari_dekor,batak,jakarta timur,70000000,90000000,180,lamaran+akad,outdoor,weekday
paket bugis jakarta timur 600 10jt-30jt akad+resepsi restoran,cari_rekomendasi_paket,bugis,jakarta timur,10000000,30000000,600,akad+resepsi,restoran,pagi
cek minimalis jakarta selatan 600 20jt-30jt akad+resepsi,tanya_kemungkinan,minimalis,jakarta selatan,20000000,30000000,600,akad+resepsi,masjid,minggu
catering rustic jakarta selatan 150 lamaran+akad hotel,cari_catering,rustic,jakarta selatan,0,20000000,150,lamaran+akad,hotel,
dekor minang tasikmalaya 200 <= 8jt lamaran villa minggu,cari_dekor,minang,tasikmalaya,0,8000000,200,lamaran,villa,minggu
estimasi modern pekanbaru 80 estimasi akad+resepsi rooftop,estimasi_budget,modern,pekanbaru,0,0,80,akad+resepsi,rooftop,siang
venue minimalis medan 80 akad outdoor,cari_venue,minimalis,medan,10000000,30000000,80,akad,outdoor,siang
estimasi modern bandung 80 lamaran resort,estimasi_budget,modern,bandung,0,0,80,lamaran,resort,
estimasi batak padang 20 akad+resepsi,estimasi_budget,batak,padang,0,0,20,akad+resepsi,taman,pagi
estimasi sunda semarang 300 estimasi akad hotel,estimasi_budget,sunda,semarang,0,0,300,akad,hotel,minggu
cek modern sentul 350 120jt-180jt resepsi gedung,tanya_kemungkinan,modern,sentul,120000000,180000000,350,resepsi,gedung,siang
venue modern bali 150 200jt-250jt akad ballroom,cari_venue,modern,bali,200000000,250000000,150,akad,ballroom,malam
estimasi modern surakarta 300 estimasi resepsi ballroom,estimasi_budget,modern,surakarta,0,0,300,resepsi,ballroom,malam
dekor sunda surabaya 120 50jt-70jt resepsi rooftop,cari_dekor,sunda,surabaya,50000000,70000000,120,resepsi,rooftop,
paket jawa jakarta barat 180 120jt-180jt restoran malam,cari_rekomendasi_paket,jawa,jakarta barat,120000000,180000000,180,akad+resepsi,restoran,malam
vendor melayu bekasi 250 30jt-40jt lamaran,cari_vendor,melayu,bekasi,30000000,40000000,250,lamaran,outdoor,pagi
vendor melayu bali 550 60jt-80jt resepsi,cari_vendor,melayu,bali,60000000,80000000,550,resepsi,villa,malam
vendor mix_sunda_jawa makassar 300 70jt-90jt resepsi outdoor,cari_vendor,mix_sunda_jawa,makassar,70000000,90000000,300,resepsi,outdoor,weekday
venue sunda jakarta selatan 300 <= 5jt resepsi masjid,cari_venue,sunda,jakarta selatan,0,5000000,300,resepsi,masjid,weekday
catering rustic bekasi 20 200jt-250jt lamaran+akad rumah,cari_catering,rustic,bekasi,200000000,250000000,20,lamaran+akad,rumah,siang
paket bugis yogyakarta 80 20jt-30jt akad villa,cari_rekomendasi_paket,bugis,yogyakarta,20000000,30000000,80,akad,villa,siang
vendor modern makassar 200 30jt-50jt lamaran cafe malam,cari_vendor,modern,makassar,30000000,50000000,200,lamaran,cafe,malam
cek melayu jakarta pusat 400 hotel,tanya_kemungkinan,melayu,jakarta pusat,40000000,60000000,400,resepsi,hotel,pagi
dekor jawa padang 120,cari_dekor,jawa,padang,70000000,90000000,120,akad,restoran,pagi
venue batak jakarta timur 350 80jt-100jt lamaran hotel,cari_venue,batak,jakarta timur,80000000,100000000,350,lamaran,hotel,malam
cek sunda tasikmalaya 200 5jt-15jt akad+resepsi rooftop,tanya_kemungkinan,sunda,tasikmalaya,5000000,15000000,200,akad+resepsi,rooftop,weekday
venue jawa surakarta 180 <= 8jt resepsi taman,cari_venue,jawa,surakarta,0,8000000,180,resepsi,taman,siang
vendor mix_sunda_jawa jakarta timur 100 180jt-250jt lamaran+akad gedung malam,cari_vendor,mix_sunda_jawa,jakarta timur,180000000,250000000,100,lamaran+akad,gedung,malam
venue mix_sunda_jawa surabaya 50 150jt-200jt resepsi,cari_venue,mix_sunda_jawa,surabaya,150000000,200000000,50,resepsi,gedung,minggu
paket mix_sunda_jawa bandung 450 <= 20jt resepsi kebun,cari_rekomendasi_paket,mix_sunda_jawa,bandung,0,20000000,450,resepsi,kebun,malam
vendor modern pekanbaru 350 <= 8jt pagi,cari_vendor,modern,pekanbaru,0,8000000,350,resepsi,hotel,pagi
cek batak tasikmalaya 150 <= 20jt lamaran kebun minggu,tanya_kemungkinan,batak,tasikmalaya,0,20000000,150,lamaran,kebun,minggu
estimasi minang pekanbaru 200 estimasi resepsi,estimasi_budget,minang,pekanbaru,0,0,200,resepsi,gedung,pagi
cek melayu bekasi 250 150jt-200jt resepsi ballroom malam,tanya_kemungkinan,melayu,bekasi,150000000,200000000,250,resepsi,ballroom,malam
cek rustic surakarta 400 <= 20jt resepsi pagi,tanya_kemungkinan,rustic,surakarta,0,20000000,400,resepsi,restoran,pagi
cek minang jakarta selatan 50 150jt-200jt resepsi pantai pagi,tanya_kemungkinan,minang,jakarta selatan,150000000,200000000,50,resepsi,pantai,pagi
vendor rustic jakarta barat 550 180jt-250jt akad+resepsi restoran,cari_vendor,rustic,jakarta barat,180000000,250000000,550,akad+resepsi,restoran,weekday
vendor bugis sentul 400 5jt-15jt akad gedung malam,cari_vendor,bugis,sentul,5000000,15000000,400,akad,gedung,malam
dekor batak jakarta pusat 180 40jt-60jt lamaran+akad ballroom minggu,cari_dekor,batak,jakarta pusat,40000000,60000000,180,lamaran+akad,ballroom,minggu
venue bugis surabaya 30 120jt-180jt lamaran,cari_venue,bugis,surabaya,120000000,180000000,30,lamaran,outdoor,malam
paket minimalis yogyakarta 550 200jt-250jt lamaran resort,cari_rekomendasi_paket,minimalis,yogyakarta,200000000,250000000,550,lamaran,resort,pagi
paket internasional bekasi 50 <= 8jt akad kebun,cari_rekomendasi_paket,internasional,bekasi,0,8000000,50,akad,kebun,
vendor jawa jakarta selatan 450 120jt-180jt resepsi masjid,cari_vendor,jawa,jakarta selatan,120000000,180000000,450,resepsi,masjid,weekday
cek modern cirebon 150 20jt-40jt akad,tanya_kemungkinan,modern,cirebon,20000000,40000000,150,akad,rooftop,
dekor batak depok 150 <= 10jt lamaran+akad villa,cari_dekor,batak,depok,0,10000000,150,lamaran+akad,villa,pagi
dekor sunda makassar 600 <= 10jt lamaran+akad resort pagi,cari_dekor,sunda,makassar,0,10000000,600,lamaran+akad,resort,pagi
paket rustic sentul 200 20jt-40jt akad+resepsi hotel pagi,cari_rekomendasi_paket,rustic,sentul,20000000,40000000,200,akad+resepsi,hotel,pagi
vendor internasional puncak 30 80jt-100jt akad+resepsi restoran weekday,cari_vendor,internasional,puncak,80000000,100000000,30,akad+resepsi,restoran,weekday
cek jawa depok 100 resepsi cafe siang,tanya_kemungkinan,jawa,depok,5000000,15000000,100,resepsi,cafe,siang
venue batak garut 600 180jt-250jt kebun,cari_venue,batak,garut,180000000,250000000,600,lamaran,kebun,weekday
estimasi sunda bandung 50 akad+resepsi masjid,estimasi_budget,sunda,bandung,0,0,50,akad+resepsi,masjid,
catering rustic pekanbaru 500 <= 20jt akad rumah,cari_catering,rustic,pekanbaru,0,20000000,500,akad,rumah,siang
venue mix_sunda_jawa bogor 300 <= 5jt lamaran resort,cari_venue,mix_sunda_jawa,bogor,0,5000000,300,lamaran,resort,siang
vendor bugis bogor 400 10jt-30jt akad pantai,cari_vendor,bugis,bogor,10000000,30000000,400,akad,pantai,malam
dekor internasional jakarta selatan 180 5jt-15jt outdoor,cari_dekor,internasional,jakarta selatan,5000000,15000000,180,akad+resepsi,outdoor,
cek modern malang 250 20jt-30jt akad villa,tanya_kemungkinan,modern,malang,20000000,30000000,250,akad,villa,
cek sunda jakarta selatan 50 <= 10jt resepsi villa,tanya_kemungkinan,sunda,jakarta selatan,0,10000000,50,resepsi,villa,malam
catering sunda padang 150 120jt-150jt lamaran+akad rooftop,cari_catering,sunda,padang,120000000,150000000,150,lamaran+akad,rooftop,malam
venue minimalis cirebon 400 40jt-50jt lamaran+akad kebun,cari_venue,minimalis,cirebon,40000000,50000000,400,lamaran+akad,kebun,malam
estimasi minimalis sentul 300 estimasi akad+resepsi taman,estimasi_budget,minimalis,sentul,0,0,300,akad+resepsi,taman,minggu
venue minang puncak 80 70jt-80jt lamaran cafe,cari_venue,minang,puncak,70000000,80000000,80,lamaran,cafe,malam
estimasi minang makassar 600 estimasi lamaran+akad resort,estimasi_budget,minang,makassar,0,0,600,lamaran+akad,resort,pagi
paket minang semarang 120 80jt-100jt akad villa,cari_rekomendasi_paket,minang,semarang,80000000,100000000,120,akad,villa,weekday
venue minang jakarta barat 120 200jt-300jt akad+resepsi pantai,cari_venue,minang,jakarta barat,200000000,300000000,120,akad+resepsi,pantai,siang
paket sunda bekasi 30 200jt-300jt lamaran+akad masjid malam,cari_rekomendasi_paket,sunda,bekasi,200000000,300000000,30,lamaran+akad,masjid,malam
cek mix_sunda_jawa semarang 500 70jt-90jt akad gedung pagi,tanya_kemungkinan,mix_sunda_jawa,semarang,70000000,90000000,500,akad,gedung,pagi
venue batak bekasi 400 200jt-250jt akad rooftop pagi,cari_venue,batak,bekasi,200000000,250000000,400,akad,rooftop,pagi
dekor rustic bandung 350 <= 10jt resepsi pagi,cari_dekor,rustic,bandung,0,10000000,350,resepsi,kebun,pagi
venue minimalis medan 400 <= 20jt resepsi gedung,cari_venue,minimalis,medan,0,20000000,400,resepsi,gedung,
vendor minimalis tasikmalaya 300 70jt-90jt resepsi ballroom siang,cari_vendor,minimalis,tasikmalaya,70000000,90000000,300,resepsi,ballroom,siang
dekor melayu jakarta selatan 20 120jt-180jt resepsi,cari_dekor,melayu,jakarta selatan,120000000,180000000,20,resepsi,ballroom,minggu
estimasi mix_sunda_jawa bogor 450 estimasi akad+resepsi,estimasi_budget,mix_sunda_jawa,bogor,0,0,450,akad+resepsi,taman,weekday
dekor internasional jakarta barat 80 5jt-15jt siang,cari_dekor,internasional,jakarta barat,5000000,15000000,80,lamaran+akad,rooftop,siang
dekor jawa makassar 50 70jt-80jt akad+resepsi rooftop,cari_dekor,jawa,makassar,70000000,80000000,50,akad+resepsi,rooftop,
cek minang makassar 200 <= 10jt villa,tanya_kemungkinan,minang,makassar,0,10000000,200,lamaran,villa,pagi
dekor melayu surakarta 450 150jt-175jt lamaran resort,cari_dekor,melayu,surakarta,150000000,175000000,450,lamaran,resort,pagi
vendor mix_sunda_jawa yogyakarta 80 60jt-80jt lamaran rooftop,cari_vendor,mix_sunda_jawa,yogyakarta,60000000,80000000,80,lamaran,rooftop,siang
venue mix_sunda_jawa jakarta selatan 80 <= 8jt resort pagi,cari_venue,mix_sunda_jawa,jakarta selatan,0,8000000,80,akad+resepsi,resort,pagi
catering rustic puncak 200 80jt-90jt resepsi masjid weekday,cari_catering,rustic,puncak,80000000,90000000,200,resepsi,masjid,weekday
venue melayu surakarta 350 20jt-40jt akad hotel minggu,cari_venue,melayu,surakarta,20000000,40000000,350,akad,hotel,minggu
vendor internasional surabaya 400 100jt-125jt resepsi rooftop minggu,cari_vendor,internasional,surabaya,100000000,125000000,400,resepsi,rooftop,minggu
catering modern puncak 450 180jt-250jt lamaran cafe,cari_catering,modern,puncak,180000000,250000000,450,lamaran,cafe,pagi
vendor rustic sentul 400 akad masjid weekday,cari_vendor,rustic,sentul,200000000,250000000,400,akad,masjid,weekday
